# byte-parity golden fixture for genome_family_def.distinct_loci (LOCUS_OVERLAP=0.50). Generated by bench/gen_distinct_loci_fixture.py.
# columns: label<TAB>n_members<TAB>distinct_loci<TAB>coords  (coords = chrom|start|end;chrom|start|end;...)
refined_0	189	187	NC_073224.2|103656909|103657960;NC_073236.2|636568|650721;NC_073236.2|653636|697271;NC_073236.2|716209|755529;NC_073236.2|727247|728507;NC_073236.2|21263926|21341878;NC_073236.2|30560833|30562521;NC_073236.2|30688072|30708425;NC_073237.2|12275216|12281130;NC_073237.2|12315686|12368021;NC_073237.2|12369403|12416399;NC_073237.2|13113977|13164576;NC_073237.2|13216601|13218213;NC_073237.2|13221746|13234123;NC_073237.2|13233264|13273401;NC_073237.2|13311278|13326469;NC_073237.2|14270030|14309218;NC_073237.2|14334798|14350376;NC_073237.2|14387923|14426526;NC_073237.2|15467164|15469636;NC_073237.2|15499524|15552699;NC_073237.2|15563742|15601066;NC_073237.2|16601603|16663141;NC_073237.2|16700073|16705163;NC_073237.2|16707558|16726443;NC_073237.2|16760081|16812837;NC_073237.2|16816856|16878395;NC_073237.2|17598905|17650383;NC_073237.2|17676718|17729191;NC_073238.2|4014276|4026932;NC_073238.2|6644458|6663089;NC_073238.2|6697471|6749460;NC_073238.2|6723811|6725006;NC_073238.2|6754634|6766105;NC_073238.2|6771682|6815104;NC_073238.2|6960692|6999318;NC_073238.2|7012952|7061120;NC_073238.2|7078057|7118085;NC_073238.2|21912440|21931300;NC_073238.2|22049860|22095731;NC_073238.2|22875846|22937373;NC_073238.2|24426912|24466382;NC_073238.2|24437153|24439221;NC_073238.2|24449556|24458370;NC_073238.2|24485299|24509960;NC_073238.2|24489773|24498806;NC_073238.2|24580330|24653974;NC_073238.2|33681135|33715419;NC_073238.2|33719555|33870537;NC_073238.2|33760806|33761173;NC_073238.2|33904120|33978020;NC_073238.2|55065401|55137826;NC_073238.2|55072914|55134160;NC_073238.2|66912147|67023098;NC_073238.2|66919959|66946510;NC_073238.2|66946773|67010213;NC_073240.2|2830978|2871039;NC_073240.2|14396079|14473868;NC_073240.2|20708867|20725685;NC_073240.2|20864256|20944327;NC_073240.2|20902704|20903071;NC_073240.2|20946654|20953254;NC_073241.2|22425996|22428231;NC_073241.2|22462475|22488787;NC_073241.2|22520600|22563060;NC_073241.2|23336387|23385049;NC_073241.2|23423937|23426482;NC_073241.2|23444183|23456398;NC_073241.2|23457141|23495760;NC_073241.2|23514350|23574612;NC_073241.2|24631455|24673482;NC_073241.2|24699058|24714642;NC_073241.2|24764622|24790766;NC_073241.2|26269570|26272148;NC_073241.2|26302036|26341423;NC_073241.2|26366238|26372098;NC_073241.2|26379311|26420710;NC_073241.2|26420388|26460599;NC_073241.2|27551727|27560580;NC_073241.2|28296007|28335202;NC_073241.2|28400521|28453253;NC_073241.2|28480596|28496898;NC_073241.2|28483238|28485783;NC_073241.2|28524933|28575660;NC_073241.2|29787364|29789352;NC_073241.2|29823785|29862398;NC_073241.2|29880985|29917585;NC_073241.2|29924068|29941242;NC_073241.2|30846796|30855609;NC_073241.2|30857481|30906039;NC_073241.2|30944893|30947411;NC_073241.2|30978235|31017681;NC_073241.2|31004448|31005447;NC_073241.2|31052320|31095630;NC_073241.2|31095482|31137546;NC_073241.2|31780155|31819701;NC_073241.2|31838262|31898550;NC_073241.2|32537471|32577140;NC_073241.2|32654672|32694985;NC_073246.2|4545668|4559822;NC_073246.2|4562736|4587082;NC_073246.2|4588877|4600782;NC_073246.2|4624958|4663639;NC_073246.2|4635868|4637260;NC_073246.2|4697923|4716022;NC_073246.2|4720882|4723360;NC_073246.2|4760368|4813289;NC_073246.2|5619420|5650030;NC_073246.2|5659937|5720544;NC_073246.2|5739116|5778416;NC_073246.2|5812155|5830233;NC_073246.2|5835084|5837562;NC_073246.2|5873471|5927033;NC_073246.2|6489151|6528982;NC_073246.2|6529666|6571095;NC_073246.2|6572476|6590295;NC_073246.2|6608867|6648165;NC_073246.2|6682160|6700039;NC_073246.2|6703083|6705583;NC_073246.2|7794311|7808530;NC_073246.2|7873584|7894563;NC_073246.2|7884625|7885897;NC_073246.2|8261026|8312742;NC_073246.2|8348622|8351117;NC_073246.2|8354164|8372017;NC_073246.2|8406288|8444991;NC_073246.2|8432511|8433743;NC_073246.2|8469152|8523861;NC_073246.2|9754651|9775823;NC_073246.2|9797338|9805836;NC_073246.2|9813426|9815372;NC_073246.2|9815481|9831251;NC_073246.2|9831254|9894761;NC_086018.1|3680012|3721747;NC_086018.1|3760970|3762985;NC_086018.1|3770509|3779022;NC_086018.1|3800553|3839974;NC_086018.1|3811184|3812879;NC_086018.1|3848304|3857322;NC_086018.1|3873513|3893972;NC_086018.1|3898671|3899440;NC_086018.1|16174089|16201646;NC_086018.1|16202272|16243320;NC_086018.1|16208236|16209417;NC_086018.1|16252380|16264613;NC_086018.1|16295882|16297196;NC_086018.1|16297195|16298913;NC_086018.1|16301500|16329382;NC_086018.1|16346277|16354782;NC_086018.1|16353324|16377131;NC_086018.1|17736043|17750133;NC_086018.1|17750825|17756673;NC_086018.1|17813775|17840746;NC_086018.1|17841389|17857465;NC_086018.1|17871536|17886053;NC_086018.1|18205175|18222971;NC_086018.1|18228967|18236510;NC_086018.1|18672939|18680486;NC_086018.1|18743160|18756129;NC_086018.1|18777710|18816318;NC_086018.1|18821578|18833920;NC_086018.1|18833742|18863676;NC_086018.1|18864853|18865881;NC_086018.1|18865871|18869384;NC_086018.1|18911590|18920359;NC_086018.1|18919300|18919765;NC_086018.1|20954923|20986270;NC_086018.1|22129800|22162847;NC_086018.1|22206373|22235830;NC_086018.1|22235872|22243331;NC_086018.1|22276535|22277900;NC_086018.1|22320032|22338857;NC_086018.1|22338906|22346420;NC_073248.2|45131926|45146371;NC_073248.2|45180877|45182416;NC_073248.2|46005596|46034654;NC_073248.2|46084090|46134802;NC_073248.2|47018307|47036640;NC_073248.2|47040464|47042195;NC_073248.2|47115410|47117013;NC_073248.2|52192115|52232114;NC_073248.2|52243283|52255713;NC_073248.2|52255716|52271594;NC_073248.2|52271601|52273608;NC_073248.2|52281134|52289628;NC_073248.2|52311112|52349790;NC_073248.2|52322353|52323298;NC_073248.2|52383998|52385270;NC_073248.2|52385274|52403615
refined_1	89	87	NC_086017.1|51755288|51779218;NC_073234.2|115589197|115593546;NC_073237.2|124641300|124661634;NC_073240.2|23429565|23433726;NC_073240.2|23443210|23492751;NC_073240.2|23542200|23556026;NC_073240.2|23635577|23649429;NC_073240.2|23674708|23695308;NC_073240.2|24583500|24589627;NC_073240.2|24589500|24663683;NC_073240.2|24705706|24717027;NC_073240.2|24898208|24912695;NC_073240.2|24964329|24969289;NC_073240.2|29584654|29588273;NC_073240.2|29593776|29593909;NC_073240.2|29595361|29612868;NC_073240.2|29616469|29630297;NC_073240.2|29664762|29674393;NC_073240.2|29674401|29676753;NC_073240.2|29698531|29706418;NC_073240.2|29701190|29701323;NC_073240.2|29707763|29710100;NC_073240.2|29713303|29727669;NC_073240.2|29838296|29861545;NC_073240.2|29848077|29854543;NC_073240.2|31095121|31108943;NC_073240.2|31147832|31220939;NC_073240.2|31220861|31226989;NC_073240.2|31244507|31256040;NC_073240.2|31265529|31315032;NC_073240.2|31359988|31374377;NC_073240.2|31376770|31379814;NC_073240.2|33004597|33025920;NC_073240.2|33020676|33020809;NC_073240.2|33027278|33030356;NC_073240.2|33035821|33047004;NC_073240.2|33036044|33040903;NC_073240.2|33078095|33079245;NC_073240.2|33141946|33143180;NC_073240.2|33166121|33177521;NC_073240.2|33172426|33177298;NC_073240.2|33198183|33200454;NC_073240.2|33206772|33218168;NC_073240.2|33206995|33210156;NC_073240.2|33241112|33242606;NC_073240.2|33336735|33347903;NC_073240.2|33344429|33347710;NC_073240.2|33421474|33435719;NC_073240.2|33427645|33443704;NC_073240.2|35224652|35235966;NC_073240.2|63010904|63023959;NC_073240.2|63024072|63031631;NC_073240.2|63024240|63050072;NC_073240.2|63031787|63053866;NC_073240.2|73504635|73517829;NC_073240.2|74963865|74964911;NC_073240.2|74968809|74983844;NC_073240.2|74998276|75001362;NC_073240.2|75001516|75041662;NC_073240.2|76165533|76181258;NC_073240.2|76183469|76219462;NC_073240.2|76219389|76223768;NC_073240.2|76665128|76666276;NC_073240.2|76716710|76776552;NC_073240.2|78807044|78821946;NC_073240.2|78827268|78828933;NC_073240.2|78833717|78839534;NC_073240.2|79622434|79634519;NC_073240.2|79645284|79647412;NC_073240.2|83976050|83992678;NC_073240.2|83999063|84007244;NC_073240.2|84057515|84068088;NC_073240.2|84348172|84373193;NC_073240.2|85708745|85718110;NC_073240.2|85723571|85760909;NC_073240.2|86295536|86306216;NC_073240.2|86352073|86357051;NC_073240.2|86379313|86382803;NC_073240.2|86386259|86469536;NC_073240.2|86475109|86482753;NC_073240.2|101039947|101040377;NC_073240.2|101040014|101059486;NC_073240.2|103035899|103037217;NC_073241.2|78845778|78874074;NC_073243.2|104769829|104887545;NC_073243.2|104789646|104796276;NC_073243.2|104830535|104837094;NC_073243.2|104871355|104877901;NC_086018.1|40779246|40783487
refined_2	79	79	NC_073224.2|95210418|95210489;NC_073224.2|95219858|95219941;NC_073224.2|95220570|95220642;NC_073224.2|95221250|95221322;NC_073224.2|95221608|95221680;NC_073224.2|95225539|95225610;NC_073224.2|95227260|95227343;NC_073224.2|95227972|95228044;NC_073224.2|95228652|95228724;NC_073224.2|95229010|95229082;NC_073224.2|95232941|95233012;NC_073224.2|95234662|95234745;NC_073224.2|95235380|95235452;NC_073224.2|95236060|95236132;NC_073224.2|95236418|95236490;NC_073224.2|95240343|95240414;NC_073224.2|95242064|95242147;NC_073224.2|95242782|95242854;NC_073224.2|95243462|95243534;NC_073224.2|95243820|95243892;NC_073224.2|95247749|95247820;NC_073224.2|95249470|95249553;NC_073224.2|95250188|95250260;NC_073224.2|95250868|95250940;NC_073224.2|95251226|95251298;NC_073224.2|95255151|95255222;NC_073224.2|95256872|95256955;NC_073224.2|95257590|95257662;NC_073224.2|95258270|95258342;NC_073224.2|95258628|95258700;NC_073224.2|95262557|95262628;NC_073224.2|95264278|95264361;NC_073224.2|95264996|95265068;NC_073224.2|95265676|95265748;NC_073224.2|95266034|95266106;NC_073224.2|95269959|95270030;NC_073224.2|95271680|95271763;NC_073224.2|95272398|95272470;NC_073224.2|95273078|95273150;NC_073224.2|95273436|95273508;NC_073224.2|95277365|95277436;NC_073224.2|95279086|95279169;NC_073224.2|95279804|95279876;NC_073224.2|95280484|95280556;NC_073224.2|95280842|95280914;NC_073224.2|95284773|95284844;NC_073224.2|95286494|95286577;NC_073224.2|95287212|95287284;NC_073224.2|95287892|95287964;NC_073224.2|95288250|95288322;NC_073224.2|95292179|95292250;NC_073224.2|95293900|95293983;NC_073224.2|95294618|95294690;NC_073224.2|95295298|95295370;NC_073224.2|95295656|95295728;NC_073224.2|95299583|95299654;NC_073224.2|95301304|95301387;NC_073224.2|95302016|95302088;NC_073224.2|95302696|95302768;NC_073224.2|95303054|95303126;NC_073224.2|95306977|95307048;NC_073224.2|95308698|95308781;NC_073224.2|95309416|95309488;NC_073224.2|95310096|95310168;NC_073224.2|95310454|95310526;NC_073224.2|95314377|95314448;NC_073224.2|95316098|95316181;NC_073224.2|95316816|95316888;NC_073224.2|95317496|95317568;NC_073224.2|95317854|95317926;NC_073224.2|95321783|95321854;NC_073224.2|95323504|95323587;NC_073224.2|95324222|95324294;NC_073224.2|95324902|95324974;NC_073224.2|95325260|95325332;NC_073224.2|95329185|95329256;NC_073224.2|95330906|95330989;NC_073224.2|95331631|95331703;NC_073224.2|95332286|95332358
refined_3	78	78	NC_073224.2|107701326|107725780;NC_073224.2|113229908|113235737;NC_086017.1|210855016|210860199;NC_073228.2|66783829|66789662;NC_073232.2|8975312|9002629;NC_073235.2|33858905|33859057;NC_073236.2|26086417|26086569;NC_073238.2|26705897|26706615;NC_073238.2|26713249|26713401;NC_073241.2|32983984|32984136;NC_073242.2|64850591|64850743;NC_073242.2|120688250|120692279;NC_073245.2|42646450|42647437;NC_073246.2|2161978|2163626;NC_073246.2|2173988|2180391;NC_073246.2|2244432|2391185;NC_073246.2|2455895|2468733;NC_073246.2|2520141|2567194;NC_073246.2|2704928|2723519;NC_073246.2|2710446|2712315;NC_073246.2|2713314|2713467;NC_073246.2|2714640|2719655;NC_073246.2|3746169|4110853;NC_073246.2|3753527|3755396;NC_073246.2|3756389|3756542;NC_073246.2|3757705|3762723;NC_073246.2|3791795|3793664;NC_073246.2|3794658|3794811;NC_073246.2|3795977|3800993;NC_073246.2|3830027|3831896;NC_073246.2|3832889|3833042;NC_073246.2|3834208|3839226;NC_073246.2|3868269|3870138;NC_073246.2|3871136|3871289;NC_073246.2|3872459|3877470;NC_073246.2|3906653|3908522;NC_073246.2|3909515|3909668;NC_073246.2|3910832|3915843;NC_073246.2|3945026|3946895;NC_073246.2|3947892|3948045;NC_073246.2|3949209|3954221;NC_073246.2|3983406|3985275;NC_073246.2|3986273|3986426;NC_073246.2|3987594|3992613;NC_073246.2|4021800|4023669;NC_073246.2|4024597|4024750;NC_073246.2|4025922|4030938;NC_073246.2|4059997|4061866;NC_073246.2|4062790|4062943;NC_073246.2|4064115|4069106;NC_073246.2|4098026|4099895;NC_073246.2|4100819|4100972;NC_073246.2|4102144|4107135;NC_086018.1|1701320|1702968;NC_086018.1|1713322|1717593;NC_086018.1|1957960|1963131;NC_086018.1|2012051|2015931;NC_086018.1|2067210|2112645;NC_086018.1|2244365|2251549;NC_086018.1|2256898|2258767;NC_086018.1|2259771|2259924;NC_086018.1|2261094|2266112;NC_086018.1|2295159|2297027;NC_086018.1|3297951|3299815;NC_086018.1|3300806|3300959;NC_086018.1|3302130|3307129;NC_086018.1|3336160|3338029;NC_086018.1|3339021|3339174;NC_086018.1|3340345|3345347;NC_086018.1|3374329|3376200;NC_086018.1|3377197|3377350;NC_086018.1|3378525|3383531;NC_086018.1|6273037|6297721;NC_086018.1|6276969|6281955;NC_086018.1|6283107|6283260;NC_086018.1|6284218|6286087;NC_086018.1|6433834|6474168;NC_086018.1|6611955|6612507
refined_4	70	70	NC_073224.2|16526394|16526513;NC_073224.2|16528633|16528752;NC_073224.2|16530832|16530951;NC_073224.2|16533024|16533143;NC_073224.2|16535246|16535365;NC_073224.2|16537433|16537552;NC_073224.2|16539616|16539735;NC_073224.2|16541807|16541926;NC_073224.2|16543990|16544109;NC_073224.2|16546236|16546355;NC_073224.2|16548482|16548601;NC_073224.2|16550681|16550800;NC_073224.2|16552872|16552991;NC_073224.2|16555059|16555178;NC_073224.2|16557242|16557361;NC_073224.2|16559434|16559553;NC_073224.2|16561674|16561793;NC_073224.2|16563861|16563980;NC_073224.2|16566044|16566163;NC_073224.2|16568290|16568409;NC_073224.2|16570536|16570655;NC_073224.2|16572782|16572901;NC_073224.2|16575028|16575147;NC_073224.2|16577274|16577393;NC_073224.2|16579520|16579639;NC_073224.2|16581766|16581885;NC_073224.2|16584012|16584131;NC_073224.2|16586258|16586377;NC_073224.2|16588502|16588621;NC_073224.2|16590748|16590867;NC_073224.2|16592992|16593111;NC_073224.2|16595238|16595357;NC_073224.2|16597484|16597603;NC_073224.2|16599730|16599849;NC_073224.2|16601976|16602095;NC_073224.2|16604220|16604339;NC_073224.2|16606466|16606585;NC_073224.2|16608710|16608829;NC_073224.2|16610956|16611075;NC_073224.2|16613198|16613317;NC_073224.2|16615385|16615504;NC_073224.2|16617568|16617687;NC_073224.2|16619759|16619878;NC_073224.2|16621942|16622061;NC_073224.2|16624130|16624249;NC_073224.2|16626376|16626495;NC_073224.2|16628622|16628741;NC_073224.2|16630867|16630986;NC_073224.2|16633109|16633228;NC_073224.2|16635355|16635474;NC_073224.2|16637597|16637716;NC_073224.2|16639843|16639962;NC_073224.2|16642089|16642208;NC_073224.2|16644335|16644454;NC_073224.2|16646581|16646700;NC_073224.2|16648827|16648946;NC_073224.2|16651075|16651194;NC_073224.2|16653321|16653440;NC_073224.2|16655567|16655686;NC_073224.2|16657815|16657934;NC_073224.2|16660063|16660182;NC_073224.2|16662311|16662430;NC_073224.2|16664559|16664678;NC_073224.2|16666807|16666926;NC_073224.2|16669055|16669174;NC_073224.2|16671303|16671422;NC_073224.2|16673551|16673670;NC_073224.2|16675799|16675918;NC_073224.2|16678047|16678166;NC_073224.2|16680295|16680414
refined_5	66	66	NC_073227.2|210224839|210228942;NC_073227.2|210767071|210893222;NC_073227.2|210832995|210836411;NC_073227.2|210893334|210915716;NC_073233.2|75435242|75437489;NC_073235.2|32908551|32994913;NC_073235.2|32951371|32958439;NC_073235.2|33682206|33737441;NC_073235.2|33742874|33755475;NC_073235.2|34231614|34232337;NC_073235.2|34248183|34250018;NC_073235.2|34287557|34287662;NC_073235.2|34304379|34311636;NC_073235.2|34402345|34412614;NC_073235.2|34894255|34896516;NC_073236.2|21737543|21742059;NC_073236.2|21749816|21758674;NC_073236.2|21750874|21751204;NC_073236.2|21806175|21851950;NC_073236.2|26234706|26248578;NC_073236.2|29592318|29592686;NC_073236.2|29621163|29621268;NC_073237.2|17992349|17992827;NC_073237.2|17999312|18003402;NC_073237.2|18071931|18080023;NC_073237.2|18080450|18091169;NC_073238.2|22453226|22457743;NC_073238.2|22466461|22467082;NC_073238.2|22473635|22474443;NC_073238.2|22521824|22567629;NC_073238.2|24693679|24739562;NC_073238.2|24829977|24831144;NC_073238.2|24837339|24837963;NC_073238.2|26537339|26593044;NC_073239.2|37473880|37475800;NC_073239.2|44147111|44169004;NC_073239.2|44240190|44240993;NC_073239.2|44247799|44248129;NC_073239.2|44251012|44270678;NC_073239.2|44630667|44635078;NC_073239.2|44650653|44651376;NC_073240.2|14837769|14842285;NC_073240.2|14849750|14851612;NC_073240.2|14894466|14896966;NC_073240.2|18144267|18144372;NC_073240.2|18160984|18165433;NC_073240.2|18174052|18174627;NC_073240.2|18181353|18182122;NC_073241.2|33108941|33143199;NC_073245.2|42746323|42750608;NC_073245.2|42754358|42766939;NC_073245.2|42779669|42804731;NC_073246.2|2221698|2244401;NC_073246.2|11717056|11721496;NC_073246.2|11730329|11730833;NC_073246.2|11811433|11828650;NC_086018.1|1761043|1783741;NC_086018.1|6767235|6778501;NC_086018.1|6782984|6791087;NC_086018.1|9838554|9840244;NC_086018.1|9846098|9846470;NC_086018.1|9855257|9859680;NC_086018.1|10295406|10295511;NC_086018.1|10326733|10327287;NC_086018.1|10403121|10425221;NC_073248.2|10834256|10902702
refined_6	60	60	NC_086017.1|85550103|85551372;NC_086017.1|85553411|85554755;NC_086017.1|85556719|85557988;NC_086017.1|85563335|85564604;NC_086017.1|85566643|85567912;NC_086017.1|85569951|85571220;NC_086017.1|85573259|85574528;NC_086017.1|85576567|85577911;NC_086017.1|85579875|85581144;NC_086017.1|85583183|85584452;NC_086017.1|85586491|85587760;NC_086017.1|85589799|85591068;NC_086017.1|85593107|85594376;NC_086017.1|85596415|85597684;NC_086017.1|85599723|85600992;NC_086017.1|85603031|85604300;NC_086017.1|85606339|85607608;NC_086017.1|85609647|85610916;NC_086017.1|85612955|85614224;NC_086017.1|85616263|85617532;NC_086017.1|85619571|85620840;NC_086017.1|85622879|85624223;NC_086017.1|85626187|85627531;NC_086017.1|85629495|85630839;NC_086017.1|85632803|85634147;NC_086017.1|85636111|85637455;NC_086017.1|85655959|85657824;NC_086017.1|85701973|85704900;NC_073227.2|57136456|57136760;NC_073227.2|211336050|211397184;NC_073227.2|211360607|211361546;NC_073227.2|211443871|211445936;NC_073227.2|211448463|211450061;NC_073227.2|211458110|211461112;NC_073227.2|211496073|211497012;NC_073227.2|211529465|211532543;NC_073227.2|211540592|211542251;NC_073227.2|211544184|211545585;NC_073227.2|211547519|211548878;NC_073227.2|211550814|211552173;NC_073227.2|211554109|211555468;NC_073227.2|211557404|211558763;NC_073227.2|211560700|211562059;NC_073227.2|211563995|211565354;NC_073227.2|211567291|211568650;NC_073227.2|211570587|211571946;NC_073227.2|211573883|211575242;NC_073227.2|211577179|211578538;NC_073227.2|211580474|211581833;NC_073227.2|211583769|211585067;NC_073227.2|211587896|211589654;NC_073227.2|211630065|211631424;NC_073227.2|211639691|211642850;NC_073227.2|211675291|211676167;NC_073227.2|211711108|211714190;NC_073227.2|211766115|211769158;NC_073227.2|211770872|211772170;NC_073227.2|211780518|211783604;NC_073227.2|211816055|211816994;NC_073227.2|211822190|211827506
refined_7	57	57	NC_073227.2|17569976|17571626;NC_073227.2|17579434|17581215;NC_073227.2|17584175|17586081;NC_073227.2|17588912|17591151;NC_073227.2|17593663|17595905;NC_073227.2|17598408|17600665;NC_073227.2|17603151|17605362;NC_073227.2|17607894|17609522;NC_073227.2|17612641|17614898;NC_073227.2|17617378|17619036;NC_073227.2|17622113|17623771;NC_073227.2|17626202|17629465;NC_073227.2|17631578|17633822;NC_073227.2|17650204|17652410;NC_073227.2|17655286|17656942;NC_073227.2|17660009|17661910;NC_073227.2|17696036|17700417;NC_073227.2|17715993|17726655;NC_073231.2|11694200|11695996;NC_073231.2|11698661|11707057;NC_073231.2|11707720|11710027;NC_073231.2|11712732|11714768;NC_073231.2|11736080|11738506;NC_073231.2|11740904|11743229;NC_073231.2|11746063|11747939;NC_073231.2|11750801|11754449;NC_073231.2|11765325|11766918;NC_073231.2|11769792|11773441;NC_073231.2|11779437|11781609;NC_073231.2|11793545|11795016;NC_073231.2|11802909|11804496;NC_073231.2|11812078|11814385;NC_073231.2|11817393|11819127;NC_073231.2|11822276|11823869;NC_073231.2|11826877|11828617;NC_073231.2|11831740|11833216;NC_073231.2|11845590|11873331;NC_073231.2|11863055|11867441;NC_073231.2|11894372|11901742;NC_073231.2|11916440|11922828;NC_073231.2|16317102|16327393;NC_073231.2|16351527|16353120;NC_073231.2|16356269|16357862;NC_073231.2|16361019|16362651;NC_073231.2|16365759|16367391;NC_073231.2|16370499|16372092;NC_073231.2|16379994|16381627;NC_073231.2|16384734|16386367;NC_073231.2|16389472|16391105;NC_073231.2|16394198|16395791;NC_073231.2|16408420|16410013;NC_073231.2|16619438|16626746;NC_073233.2|79680874|79682216;NC_073233.2|79697170|79705856;NC_073233.2|79707151|79811275;NC_073233.2|79713832|79718221;NC_073234.2|23806316|23829654
refined_8	53	53	NC_073224.2|5448030|5463434;NC_073224.2|241370837|241371852;NC_073224.2|241479360|241486168;NC_073224.2|241540240|241548908;NC_073227.2|7674915|7683598;NC_073227.2|7738817|7754146;NC_073227.2|7774748|7905389;NC_073227.2|7870368|7871297;NC_073227.2|212285013|212300835;NC_073227.2|212300990|212329502;NC_073227.2|212306465|212309798;NC_073227.2|212341710|212356840;NC_073227.2|212404300|212410547;NC_073227.2|212466226|212474961;NC_073228.2|185271987|185368368;NC_073228.2|185421934|185430614;NC_073231.2|20786365|20787527;NC_073231.2|151170134|151186001;NC_073231.2|151186107|151202501;NC_073231.2|151190481|151195016;NC_073231.2|151208667|151214842;NC_073231.2|151416344|151425035;NC_073233.2|5404338|5413003;NC_073233.2|5468862|5483287;NC_073233.2|5504061|5700660;NC_073233.2|5599191|5600942;NC_073235.2|15039543|15050204;NC_073235.2|15075587|15086914;NC_073235.2|15102554|15109419;NC_073235.2|15114565|15131550;NC_073235.2|15131652|15147533;NC_073235.2|145388890|145404231;NC_073235.2|145459325|145468001;NC_073236.2|140592916|140608774;NC_073236.2|140608894|140617833;NC_073236.2|140631417|140637592;NC_073236.2|140773082|140788429;NC_073236.2|140844063|140852748;NC_073237.2|64524953|64526236;NC_073237.2|64528475|64546873;NC_073241.2|110233519|110234621;NC_073241.2|110351576|110366008;NC_073241.2|110421997|110430674;NC_073242.2|2872328|2881012;NC_073245.2|9587729|9596408;NC_073245.2|9778655|9787331;NC_073245.2|10006896|10015534;NC_086018.1|48818439|48832011;NC_073247.2|167611150|167629402;NC_073247.2|167707349|167723194;NC_073247.2|167814639|167820927;NC_073247.2|167851576|167903454;NC_073247.2|167958567|167967248
refined_9	53	53	NC_073228.2|29456338|29599039;NC_073228.2|29553269|29553792;NC_073228.2|29621090|29646183;NC_073228.2|103651541|103653144;NC_073228.2|104179742|104183620;NC_073229.2|44520946|44524158;NC_073229.2|52494912|52495429;NC_073229.2|75502602|75566279;NC_073230.2|137552528|137580567;NC_073230.2|137592580|137692051;NC_073243.2|40398475|40402941;NC_073243.2|79732226|79790087;NC_073243.2|79780119|79783089;NC_073243.2|82739835|82872880;NC_073243.2|82858465|82861658;NC_073243.2|90405948|90413715;NC_073245.2|33948701|33953872;NC_073245.2|33958398|33963519;NC_086018.1|18242895|18247229;NC_086018.1|18245785|18247295;NC_086018.1|18756766|18761961;NC_086018.1|20126403|20136183;NC_086018.1|20132013|20142229;NC_086018.1|20142306|20148795;NC_086018.1|21784290|21785812;NC_086018.1|21787403|21802022;NC_086018.1|21797871|21800084;NC_086018.1|22166020|22186683;NC_086018.1|22178176|22192379;NC_086018.1|22192522|22199139;NC_086018.1|22243954|22255276;NC_086018.1|22347043|22358402;NC_086018.1|22362277|22365972;NC_086018.1|22366106|22379995;NC_086018.1|22371810|22391531;NC_086018.1|22395151|22400315;NC_086018.1|22400449|22411183;NC_086018.1|22406147|22425872;NC_086018.1|22429492|22432168;NC_086018.1|22439587|22444759;NC_086018.1|22444902|22455484;NC_086018.1|22450797|22470898;NC_086018.1|22455977|22459102;NC_086018.1|22474463|22479615;NC_086018.1|22479758|22493647;NC_086018.1|22485541|22505190;NC_086018.1|22509070|22514238;NC_086018.1|22514381|22528270;NC_086018.1|22520085|22539835;NC_086018.1|22543434|22548580;NC_086018.1|22556505|22560922;NC_086018.1|22565546|22567137;NC_086018.1|22566743|22579718
