Node,Colour
1,#1e8e3e
2,#d93025
3,#9aa0a6
4,#9aa0a6
5,#9aa0a6
6,#1e8e3e
7,#9aa0a6
8,#9aa0a6
9,#d93025
10,#9aa0a6
11,#d93025
12,#d93025
13,#1e8e3e
14,#d93025
15,#9aa0a6
16,#d93025
17,#9aa0a6
18,#9aa0a6
19,#9aa0a6
20,#d93025
21,#9aa0a6
22,#9aa0a6
23,#9aa0a6
24,#d93025
25,#9aa0a6
26,#9aa0a6
27,#1e8e3e
28,#9aa0a6
29,#d93025
30,#9aa0a6
31,#9aa0a6
32,#9aa0a6
33,#d93025
34,#9aa0a6
35,#d93025
36,#d93025
37,#d93025
38,#1e8e3e
39,#9aa0a6
40,#1e8e3e
41,#d93025
42,#9aa0a6
43,#d93025
44,#1e8e3e
45,#9aa0a6
46,#d93025
47,#1e8e3e
48,#9aa0a6
49,#1e8e3e
50,#d93025
51,#d93025
52,#9aa0a6
53,#d93025
54,#9aa0a6
55,#9aa0a6
56,#9aa0a6
57,#9aa0a6
58,#1e8e3e
59,#d93025
60,#d93025
61,#9aa0a6
62,#1e8e3e
63,#9aa0a6
64,#d93025
65,#d93025
66,#1e8e3e
67,#9aa0a6
68,#d93025
69,#9aa0a6
70,#d93025
71,#d93025
72,#1e8e3e
73,#9aa0a6
74,#1e8e3e
75,#9aa0a6
76,#d93025
77,#d93025
78,#1e8e3e
79,#9aa0a6
80,#d93025
81,#d93025
82,#1e8e3e
83,#9aa0a6
84,#d93025
85,#d93025
86,#1e8e3e
87,#9aa0a6
88,#9aa0a6
89,#d93025
90,#9aa0a6
91,#1e8e3e
92,#d93025
93,#d93025
94,#9aa0a6
95,#1e8e3e
96,#d93025
97,#d93025
98,#9aa0a6
99,#d93025
100,#9aa0a6
101,#d93025
102,#d93025
103,#1e8e3e
104,#9aa0a6
105,#9aa0a6
106,#9aa0a6
107,#d93025
108,#1e8e3e
109,#9aa0a6
110,#d93025
111,#9aa0a6
112,#9aa0a6
113,#9aa0a6
114,#9aa0a6
115,#9aa0a6
116,#d93025
117,#9aa0a6
118,#d93025
119,#1e8e3e
120,#d93025
121,#d93025
122,#9aa0a6
123,#1e8e3e
124,#d93025
125,#9aa0a6
126,#9aa0a6
127,#d93025
128,#9aa0a6
129,#d93025
130,#1e8e3e
131,#9aa0a6
132,#1e8e3e
133,#d93025
134,#9aa0a6
135,#9aa0a6
136,#d93025
137,#9aa0a6
138,#d93025
139,#9aa0a6
140,#9aa0a6
141,#1e8e3e
142,#d93025
143,#d93025
144,#9aa0a6
145,#d93025
146,#9aa0a6
147,#d93025
148,#1e8e3e
149,#9aa0a6
150,#1e8e3e
151,#9aa0a6
152,#1e8e3e
153,#d93025
154,#9aa0a6
155,#9aa0a6
156,#9aa0a6
157,#d93025
158,#9aa0a6
159,#9aa0a6
160,#1e8e3e
161,#d93025
162,#9aa0a6
163,#d93025
