Node,Colour
1,#d93025
2,#1e8e3e
3,#1e8e3e
4,#9aa0a6
5,#1e8e3e
6,#9aa0a6
7,#9aa0a6
8,#9aa0a6
9,#1e8e3e
10,#9aa0a6
11,#9aa0a6
12,#1e8e3e
13,#9aa0a6
14,#9aa0a6
15,#1e8e3e
16,#9aa0a6
17,#1e8e3e
18,#9aa0a6
19,#9aa0a6
20,#9aa0a6
21,#1e8e3e
22,#9aa0a6
23,#1e8e3e
24,#9aa0a6
25,#1e8e3e
26,#9aa0a6
27,#9aa0a6
28,#1e8e3e
29,#d93025
30,#9aa0a6
31,#9aa0a6
32,#1e8e3e
33,#9aa0a6
34,#d93025
35,#1e8e3e
36,#9aa0a6
37,#d93025
38,#1e8e3e
39,#1e8e3e
40,#9aa0a6
41,#9aa0a6
42,#1e8e3e
43,#9aa0a6
44,#9aa0a6
45,#1e8e3e
46,#9aa0a6
47,#9aa0a6
48,#1e8e3e
49,#9aa0a6
50,#1e8e3e
51,#9aa0a6
52,#9aa0a6
53,#1e8e3e
54,#9aa0a6
55,#9aa0a6
56,#d93025
57,#1e8e3e
58,#9aa0a6
59,#1e8e3e
60,#9aa0a6
61,#9aa0a6
62,#1e8e3e
63,#9aa0a6
64,#9aa0a6
65,#1e8e3e
66,#9aa0a6
67,#9aa0a6
68,#1e8e3e
69,#9aa0a6
70,#9aa0a6
71,#1e8e3e
72,#9aa0a6
73,#9aa0a6
74,#9aa0a6
75,#1e8e3e
76,#9aa0a6
77,#1e8e3e
78,#9aa0a6
79,#9aa0a6
80,#1e8e3e
81,#9aa0a6
82,#9aa0a6
83,#9aa0a6
84,#1e8e3e
85,#9aa0a6
86,#1e8e3e
87,#9aa0a6
88,#9aa0a6
89,#9aa0a6
90,#1e8e3e
91,#9aa0a6
92,#1e8e3e
93,#9aa0a6
94,#9aa0a6
95,#1e8e3e
96,#9aa0a6
97,#9aa0a6
98,#9aa0a6
99,#1e8e3e
100,#9aa0a6
101,#9aa0a6
102,#1e8e3e
103,#9aa0a6
104,#1e8e3e
105,#1e8e3e
106,#d93025
107,#9aa0a6
108,#1e8e3e
109,#9aa0a6
110,#9aa0a6
111,#1e8e3e
112,#9aa0a6
113,#9aa0a6
114,#1e8e3e
115,#9aa0a6
116,#9aa0a6
117,#1e8e3e
118,#9aa0a6
119,#9aa0a6
120,#d93025
121,#1e8e3e
122,#9aa0a6
123,#1e8e3e
124,#9aa0a6
125,#9aa0a6
126,#1e8e3e
127,#9aa0a6
128,#9aa0a6
129,#9aa0a6
130,#9aa0a6
131,#9aa0a6
132,#1e8e3e
133,#9aa0a6
134,#9aa0a6
135,#1e8e3e
136,#9aa0a6
137,#9aa0a6
138,#1e8e3e
139,#9aa0a6
140,#d93025
141,#9aa0a6
142,#9aa0a6
143,#9aa0a6
144,#d93025
145,#9aa0a6
146,#d93025
147,#1e8e3e
148,#9aa0a6
149,#1e8e3e
150,#9aa0a6
151,#9aa0a6
152,#9aa0a6
153,#1e8e3e
154,#9aa0a6
155,#9aa0a6
156,#1e8e3e
157,#1e8e3e
158,#9aa0a6
159,#1e8e3e
160,#9aa0a6
161,#9aa0a6
162,#9aa0a6
163,#1e8e3e
164,#9aa0a6
165,#d93025
166,#1e8e3e
167,#9aa0a6
168,#1e8e3e
169,#9aa0a6
170,#9aa0a6
171,#1e8e3e
172,#9aa0a6
173,#9aa0a6
174,#9aa0a6
175,#1e8e3e
176,#9aa0a6
177,#9aa0a6
178,#1e8e3e
179,#9aa0a6
180,#9aa0a6
181,#1e8e3e
182,#9aa0a6
183,#1e8e3e
184,#9aa0a6
185,#9aa0a6
186,#9aa0a6
187,#1e8e3e
188,#9aa0a6
189,#1e8e3e
190,#9aa0a6
191,#9aa0a6
192,#9aa0a6
193,#1e8e3e
194,#9aa0a6
195,#9aa0a6
196,#1e8e3e
197,#9aa0a6
198,#1e8e3e
199,#9aa0a6
200,#9aa0a6
201,#1e8e3e
202,#9aa0a6
203,#9aa0a6
204,#1e8e3e
205,#9aa0a6
206,#9aa0a6
207,#1e8e3e
208,#9aa0a6
209,#9aa0a6
210,#1e8e3e
211,#9aa0a6
212,#1e8e3e
213,#9aa0a6
214,#9aa0a6
215,#1e8e3e
216,#9aa0a6
217,#9aa0a6
218,#1e8e3e
219,#9aa0a6
220,#1e8e3e
221,#9aa0a6
222,#9aa0a6
223,#9aa0a6
224,#9aa0a6
225,#1e8e3e
226,#9aa0a6
227,#9aa0a6
228,#1e8e3e
229,#9aa0a6
230,#9aa0a6
231,#1e8e3e
232,#9aa0a6
233,#9aa0a6
234,#d93025
235,#1e8e3e
236,#9aa0a6
237,#9aa0a6
238,#1e8e3e
239,#9aa0a6
240,#9aa0a6
241,#1e8e3e
242,#9aa0a6
243,#1e8e3e
244,#9aa0a6
245,#9aa0a6
246,#9aa0a6
247,#1e8e3e
248,#9aa0a6
249,#9aa0a6
250,#1e8e3e
251,#9aa0a6
252,#1e8e3e
253,#9aa0a6
254,#9aa0a6
255,#9aa0a6
256,#9aa0a6
257,#9aa0a6
258,#9aa0a6
259,#9aa0a6
260,#1e8e3e
261,#9aa0a6
262,#9aa0a6
263,#9aa0a6
264,#1e8e3e
265,#9aa0a6
266,#1e8e3e
267,#9aa0a6
268,#9aa0a6
269,#1e8e3e
270,#9aa0a6
271,#9aa0a6
272,#d93025
273,#1e8e3e
274,#9aa0a6
275,#1e8e3e
276,#9aa0a6
277,#9aa0a6
278,#1e8e3e
279,#9aa0a6
280,#9aa0a6
281,#1e8e3e
282,#9aa0a6
283,#9aa0a6
284,#1e8e3e
285,#9aa0a6
286,#9aa0a6
287,#9aa0a6
288,#1e8e3e
289,#9aa0a6
290,#d93025
291,#1e8e3e
292,#9aa0a6
293,#1e8e3e
294,#9aa0a6
295,#9aa0a6
296,#1e8e3e
297,#9aa0a6
298,#1e8e3e
299,#9aa0a6
300,#9aa0a6
301,#1e8e3e
302,#9aa0a6
303,#9aa0a6
304,#1e8e3e
305,#d93025
306,#9aa0a6
307,#1e8e3e
308,#9aa0a6
309,#9aa0a6
310,#9aa0a6
311,#1e8e3e
312,#9aa0a6
313,#1e8e3e
314,#9aa0a6
315,#9aa0a6
316,#9aa0a6
317,#1e8e3e
318,#9aa0a6
319,#1e8e3e
320,#9aa0a6
