family_id	copy_idx	tid	chrom	start	end	n_exon	strand	n_reads	exons	source	core_hull	sd_depth	core_bp	nearest_ident	rep_frac
MCL0	0	MCL_NC_073244.2_61641303	NC_073244.2	61641303	61692117	14	+	98	61641303-61641424,61647361-61647458,61656152-61656254,61658596-61658746,61662030-61662171,61663787-61663869,61664078-61664119,61664761-61664912,61665565-61665795,61665871-61666134,61676348-61676474,61685651-61685793,61690338-61690383,61691218-61692117	read_chain	NA	0	0	0.9139	0.072
MCL0	1	MCL_NC_073241.2_33108941	NC_073241.2	33108941	33143199	6	-	1	33108941-33109106,33129247-33129352,33131599-33131714,33133510-33133568,33134348-33134474,33143107-33143199	gff_fallback	NA	0	0	0.9318	0.250
MCL0	2	MCL_NC_073241.2_40972487	NC_073241.2	40972487	41119131	12	-	717	40972487-40975328,40976628-40976724,40980286-40980430,40992041-40992140,40996995-41001716,41033688-41033836,41038801-41038944,41043920-41044121,41046900-41047047,41059945-41060093,41073179-41073317,41118942-41119131	read_chain	NA	0	0	0.9499	0.008
MCL0	3	MCL_NC_073242.2_104161714	NC_073242.2	104161714	104162011	1	-	75	104161714-104162011	read_chain	NA	0	0	1.0000	0.000
MCL0	4	MCL_NC_073244.2_17922190	NC_073244.2	17922190	17949354	5	+	76	17922190-17922402,17938298-17938425,17938631-17938692,17939379-17943688,17949055-17949354	read_chain	NA	0	0	0.9318	0.556
MCL0	5	MCL_NC_073241.2_37127116	NC_073241.2	37127116	37274170	47	-	144	37127116-37129811,37141428-37141847,37148820-37148879,37149959-37150086,37152210-37152332,37152758-37152878,37161282-37161378,37162771-37162851,37165925-37166133,37166856-37166962,37168491-37168615,37169117-37169296,37172270-37172421,37175224-37175334,37177144-37177260,37177513-37177774,37191621-37191798,37191961-37192052,37193597-37193771,37194956-37195075,37195631-37195724,37195821-37195961,37196385-37196449,37196570-37196714,37196851-37196977,37205527-37205758,37207111-37207260,37208143-37209062,37211745-37211917,37214950-37215077,37215160-37215983,37222515-37222646,37223906-37224033,37226586-37226796,37227872-37227937,37234251-37234395,37234859-37235199,37245709-37245834,37246300-37246436,37247569-37247718,37249439-37249560,37251860-37251913,37256569-37256745,37263627-37263753,37265626-37265794,37273256-37273425,37274078-37274170	read_chain	NA	0	0	0.8970	0.106
MCL0	6	MCL_NC_073244.2_27285381	NC_073244.2	27285381	27322308	5	+	21	27285381-27285547,27303037-27303164,27304297-27304393,27316032-27319421,27321466-27322308	read_chain	NA	2	0	0.9444	0.518
MCL0	7	MCL_NC_073244.2_27900068	NC_073244.2	27900068	27925268	2	-	4	27900068-27901676,27916091-27925268	gff_fallback	NA	0	0	0.8365	0.678
MCL0	8	MCL_NC_073241.2_41855803	NC_073241.2	41855803	42682049	33	-	407	41855803-41856551,41868063-41868199,41875770-41875934,41878309-41878435,41882550-41882682,41883640-41883814,41884608-41884758,41886423-41886559,41886820-41886975,41891683-41891800,41919134-41919232,41943808-41943845,41948162-41948239,41966580-41966668,42009314-42009502,42014826-42014901,42018521-42018673,42118941-42119074,42147838-42147875,42148898-42149172,42173824-42173927,42176806-42177008,42186108-42186218,42192687-42192996,42294686-42294980,42300729-42300904,42323358-42323474,42343429-42343508,42361654-42361926,42476028-42476153,42488008-42488204,42494331-42494488,42681938-42682049	read_chain	NA	0	0	0.8787	0.036
MCL0	9	MCL_NC_073241.2_43348370	NC_073241.2	43348370	43532363	18	-	73	43348370-43352001,43355008-43355073,43367390-43367515,43369123-43369180,43373480-43373594,43373940-43374138,43376792-43376875,43381737-43381900,43387780-43387858,43390166-43390258,43390366-43390532,43393207-43393350,43395687-43395772,43404013-43404103,43412752-43412845,43426409-43426627,43436773-43436976,43532070-43532363	read_chain	NA	0	0	0.9245	0.008
MCL0	10	MCL_NC_073241.2_45789533	NC_073241.2	45789533	45823500	3	-	1	45789533-45789593,45817351-45817464,45822994-45823500	gff_fallback	NA	0	0	0.9710	0.054
MCL0	11	MCL_NC_073241.2_47373417	NC_073241.2	47373417	47440886	8	-	104	47373417-47374430,47377661-47377790,47378475-47378508,47380368-47380770,47395059-47396985,47402410-47402586,47439804-47439927,47440413-47440886	read_chain	NA	0	0	0.9358	0.000
MCL0	12	MCL_NC_073241.2_48459631	NC_073241.2	48459631	48817618	7	-	1	48459631-48464037,48475994-48476068,48501816-48501891,48699841-48699970,48723435-48723545,48760950-48761023,48817416-48817618	gff_fallback	NA	0	0	0.9024	0.496
MCL0	13	MCL_NC_073241.2_49665725	NC_073241.2	49665725	49681010	7	-	845	49665725-49666365,49667777-49667849,49668362-49668538,49670086-49670188,49676192-49676367,49678799-49678873,49680556-49681010	read_chain	NA	0	0	0.9380	0.000
MCL0	14	MCL_NC_073241.2_51973140	NC_073241.2	51973140	52045058	6	-	2	51973140-51973399,51980118-51980278,52018619-52018754,52024247-52024355,52028625-52028701,52045006-52045058	gff_fallback	NA	0	0	0.8803	0.439
MCL0	15	MCL_NC_073241.2_52528604	NC_073241.2	52528604	52672270	15	-	312	52528604-52530664,52542267-52542332,52584683-52584777,52589055-52589125,52598115-52598150,52601208-52601244,52602692-52602738,52603913-52603962,52605890-52605942,52609834-52609860,52617162-52617240,52633789-52633871,52655678-52655756,52664924-52664971,52672066-52672270	read_chain	NA	0	0	0.9275	0.313
MCL0	16	MCL_NC_073241.2_54301493	NC_073241.2	54301493	54591307	8	-	761	54301493-54302309,54329218-54329334,54331697-54331829,54434728-54434813,54463969-54467322,54560994-54561174,54589895-54589936,54590996-54591307	read_chain	NA	0	0	0.8814	0.000
MCL0	17	MCL_NC_073241.2_55462429	NC_073241.2	55462429	55627143	15	+	55	55462429-55463283,55500137-55500283,55502485-55502593,55509647-55509809,55509915-55510038,55516943-55517033,55520830-55521448,55527203-55527339,55528392-55528498,55550265-55550435,55556082-55556213,55562036-55562162,55570197-55570254,55592903-55593008,55625737-55627143	read_chain	NA	0	0	0.9262	0.000
MCL0	18	MCL_NC_073241.2_56149841	NC_073241.2	56149841	56422322	6	-	1	56149841-56151989,56178971-56179009,56259069-56259116,56283406-56283445,56379347-56379564,56422095-56422322	gff_fallback	NA	0	0	0.9199	0.000
MCL0	19	MCL_NC_073241.2_61504209	NC_073241.2	61504209	61711423	6	-	6	61504209-61509476,61510921-61511088,61527796-61528969,61550957-61551088,61633675-61633816,61711169-61711423	gff_fallback	NA	0	0	0.9283	0.007
MCL0	20	MCL_NC_073241.2_62557226	NC_073241.2	62557226	62663805	11	-	9	62557226-62557797,62566441-62567527,62580045-62580246,62582720-62582806,62590153-62590176,62603863-62604003,62615563-62615653,62619941-62620001,62634828-62634908,62662899-62663019,62663561-62663805	read_chain	NA	0	0	0.9061	0.177
