stage_id	chrom	start	end	strand	n_reads	n_junctions	n_nodes	n_edges	n_transfrags	n_transcripts	seed_total	seed_stored	seed_rescued	bundle_bnodes	bundle_read_bnode_links	bundle_color_count	struct_hash	graph_active_transfrags	graph_long_transfrags	graph_pattern_size	graph_hard_boundary_nodes	seed_unwitnessed	seed_zero_flux	seed_low_cov	seed_back_fail	seed_fwd_fail	longrec_back_no_choice	longrec_fwd_no_choice	longrec_back_no_reach	longrec_fwd_no_reach	longrec_back_unreachable	longrec_fwd_unreachable	checktrf_total	checktrf_pre_filter	predcluster_before	predcluster_removed	pairwise_included_kill	pairwise_secontained_kill	pairwise_intronic_kill	pairwise_bettercov_kill	pairwise_other_kill	isofrac_longunder_kill	junction_support_removed	note
bundle_context	NC_073243.2	111145463	111146727	-	1	1	0	0	0	0	0	0	0	0	0	0	3736106970236916146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	detected_bundle
bundle_context	NC_073243.2	111148296	111175574	-	27	223	0	0	0	0	0	0	0	0	0	0	3822081771933772565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	detected_bundle
bundle_context	NC_073243.2	111176999	111178404	-	1	0	0	0	0	0	0	0	0	0	0	0	10125069568759874055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	detected_bundle
region_merge_bundle	NC_073243.2	111145463	111146727	.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	keep_strand=0 src_bundle(-/.+/o)=1/0/0/0 src_read(-/.+/o)=1/0/0/0
region_merge_bundle	NC_073243.2	111148296	111175574	.	27	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	keep_strand=0 src_bundle(-/.+/o)=1/0/0/0 src_read(-/.+/o)=27/0/0/0
region_merge_bundle	NC_073243.2	111176999	111178404	.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	keep_strand=0 src_bundle(-/.+/o)=1/0/0/0 src_read(-/.+/o)=1/0/0/0
bundle_partition	NC_073243.2	111176999	111178404	.	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	post_cgroup_bnodes mode=three_strand cgroup_reads=1 assigned_reads=1 region_reads=1
bundle_partition	NC_073243.2	111145463	111146727	.	1	1	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	post_cgroup_bnodes mode=three_strand cgroup_reads=1 assigned_reads=1 region_reads=1
region_groupflow	NC_073243.2	111176999	111178404	.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	region_reads=1 region(-/.+/o)=1/0/0/0 effective(-/.+/o)=1/0/0/0
region_groupflow	NC_073243.2	111145463	111146727	.	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	region_reads=1 region(-/.+/o)=0/1/0/0 effective(-/.+/o)=0/1/0/0
bundle_context	NC_073243.2	111176999	111178405	-	1	0	0	0	0	0	0	0	0	1	1	1	17362600375468105201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	subbundle
bundle_partition	NC_073243.2	111148296	111175574	.	27	223	0	0	0	0	0	0	0	11	209	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	post_cgroup_bnodes mode=three_strand cgroup_reads=27 assigned_reads=27 region_reads=27
region_groupflow	NC_073243.2	111148296	111175574	.	27	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	region_reads=27 region(-/.+/o)=27/0/0/0 effective(-/.+/o)=27/0/0/0
bundle_context	NC_073243.2	111148296	111175575	-	27	223	0	0	0	0	0	0	0	10	208	10	9608216144058548650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	subbundle
graph_evolution	NC_073243.2	111176999	111178405	-	1	0	1	2	1	0	0	0	0	0	0	0	3988389401904994212	1	1	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	after_map_reads
seed_flow	NC_073243.2	111176999	111178405	-	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unwitnessed=0 zero_flux=0 low_cov=0 back_fail=0 fwd_fail=0 longrec_attempted=0 longrec_succeeded=0 longrec_fallback=0 back_no_choice=0 fwd_no_choice=0 back_no_reach=0 fwd_no_reach=0 back_unreachable=0 fwd_unreachable=0
checktrf	NC_073243.2	111176999	111178405	-	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	checktrf_total=0 rescued=0 pre_filter=0
pairwise_overlap_filter	NC_073243.2	111176999	111178405	-	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	before=0 removed=0 
isofrac	NC_073243.2	111176999	111178405	-	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	before=0 removed=0 longunder=0
collapse_single_exon_runoff	NC_073243.2	111176999	111178405	-	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	before=0 removed=0
polymerase_runoff_filter	NC_073243.2	111176999	111178405	-	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	before=0 removed=0
polymerase_runon_filter	NC_073243.2	111176999	111178405	-	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	before=0 removed=0
readthr_gate	NC_073243.2	111176999	111178405	-	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	before=0 removed=0
junction_support_filter	NC_073243.2	111176999	111178405	-	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	before=0 removed=0
final_family_selection	NC_073243.2	111176999	111178405	-	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pre_filter=0
graph_evolution	NC_073243.2	111148296	111175575	-	27	21	21	35	25	0	0	0	0	0	0	0	351240001632743184	25	25	122	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	after_map_reads
seed_flow	NC_073243.2	111148296	111175575	-	27	21	21	35	34	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unwitnessed=0 zero_flux=0 low_cov=0 back_fail=0 fwd_fail=0 longrec_attempted=18 longrec_succeeded=14 longrec_fallback=4 back_no_choice=0 fwd_no_choice=4 back_no_reach=0 fwd_no_reach=0 back_unreachable=0 fwd_unreachable=0
checktrf	NC_073243.2	111148296	111175575	-	27	21	21	35	34	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	checktrf_total=0 rescued=0 pre_filter=12
pairwise_overlap_filter	NC_073243.2	111148296	111175575	-	27	21	21	35	34	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	1	0	0	0	0	0	0	before=14 removed=1 included_drop=1
isofrac	NC_073243.2	111148296	111175575	-	27	21	21	35	34	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	before=13 removed=0 longunder=0
collapse_single_exon_runoff	NC_073243.2	111148296	111175575	-	27	21	21	35	34	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	before=13 removed=0
polymerase_runoff_filter	NC_073243.2	111148296	111175575	-	27	21	21	35	34	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	before=13 removed=0
polymerase_runon_filter	NC_073243.2	111148296	111175575	-	27	21	21	35	34	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	before=13 removed=0
readthr_gate	NC_073243.2	111148296	111175575	-	27	21	21	35	34	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	before=13 removed=1
junction_support_filter	NC_073243.2	111148296	111175575	-	27	21	21	35	34	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	before=12 removed=0
final_family_selection	NC_073243.2	111148296	111175575	-	27	21	21	35	34	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0	pre_filter=12
transcript_emission	*	111148296	111175575	.	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	final_gtf
