stage_id	chrom	start	end	strand	n_reads	n_junctions	n_nodes	n_edges	n_transfrags	n_transcripts	seed_total	seed_stored	seed_rescued	bundle_bnodes	bundle_read_bnode_links	bundle_color_count	struct_hash	graph_active_transfrags	graph_long_transfrags	graph_pattern_size	graph_hard_boundary_nodes	seed_unwitnessed	seed_zero_flux	seed_low_cov	seed_back_fail	seed_fwd_fail	longrec_back_no_choice	longrec_fwd_no_choice	longrec_back_no_reach	longrec_fwd_no_reach	longrec_back_unreachable	longrec_fwd_unreachable	checktrf_total	checktrf_pre_filter	predcluster_before	predcluster_removed	pairwise_included_kill	pairwise_secontained_kill	pairwise_intronic_kill	pairwise_bettercov_kill	pairwise_other_kill	isofrac_longunder_kill	junction_support_removed	note
bundle_context	NC_073243.2	23035525	23066280	-	65	59	0	0	0	0	0	0	0	0	0	0	6846535368290631698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	detected_bundle
bundle_context	NC_073243.2	23035525	23066280	+	178	3642	0	0	0	0	0	0	0	0	0	0	17580062346139264406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	detected_bundle
region_merge_bundle	NC_073243.2	23035525	23066280	.	243	3701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	keep_strand=0 src_bundle(-/.+/o)=1/0/1/0 src_read(-/.+/o)=65/0/178/0
bundle_partition	NC_073243.2	23035525	23066280	.	243	3701	0	0	0	0	0	0	0	33	2530	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	post_cgroup_bnodes mode=three_strand cgroup_reads=243 assigned_reads=243 region_reads=243
region_groupflow	NC_073243.2	23035525	23066280	.	243	3701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	region_reads=243 region(-/.+/o)=64/2/177/0 effective(-/.+/o)=64/2/177/0
bundle_context	NC_073243.2	23035525	23062635	+	178	3642	0	0	0	0	0	0	0	30	2463	30	5049913709197794086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	subbundle
graph_evolution	NC_073243.2	23035525	23062635	+	178	64	69	117	135	0	0	0	0	0	0	0	15677328830898297193	135	135	252	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	after_map_reads
seed_flow	NC_073243.2	23035525	23062635	+	178	64	69	117	177	13	162	7	0	0	0	0	0	0	0	0	0	0	5	0	70	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unwitnessed=0 zero_flux=5 low_cov=0 back_fail=70 fwd_fail=0 longrec_attempted=85 longrec_succeeded=15 longrec_fallback=70 back_no_choice=5 fwd_no_choice=0 back_no_reach=0 fwd_no_reach=0 back_unreachable=0 fwd_unreachable=0
checktrf	NC_073243.2	23035525	23062635	+	178	64	69	117	177	13	76	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	58	0	0	0	0	0	0	0	0	0	checktrf_total=76 rescued=30 pre_filter=58
pairwise_overlap_filter	NC_073243.2	23035525	23062635	+	178	64	69	117	177	13	162	7	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	45	17	0	0	0	20	0	0	before=58 removed=45 included_drop=13 retained_intron=20 reverse_included=4
