gene-LOC129533586	pseudogene	LOC129533586	beta-defensin 125-like
gene-LOC129532372	lncRNA	LOC129532372	uncharacterized LOC129532372
gene-LOC101144634	protein_coding	LOC101144634	piggyBac transposable element-derived protein 2
gene-LOC115933513	snRNA	LOC115933513	U6 spliceosomal RNA
gene-TRNAE-CUC	tRNA	TRNAE-CUC	transfer RNA glutamic acid (anticodon CUC)
gene-TRNAL-CAA	tRNA	TRNAL-CAA	transfer RNA leucine (anticodon CAA)
gene-ZNF692	protein_coding	ZNF692	zinc finger protein 692
gene-ZNF672	protein_coding	ZNF672	zinc finger protein 672
gene-SH3BP5L	protein_coding	SH3BP5L	SH3 binding domain protein 5 like
gene-LOC115933511	snRNA	LOC115933511	U6 spliceosomal RNA
gene-LOC115930073	protein_coding	LOC115930073	piggyBac transposable element-derived protein 2
gene-LOC109024853	pseudogene	LOC109024853	putative uncharacterized protein FLJ44672
gene-LOC129523805	pseudogene	LOC129523805	protein capicua homolog
gene-LOC101145630	pseudogene	LOC101145630	probable C-mannosyltransferase DPY19L4
gene-LYPD8	protein_coding	LYPD8	LY6/PLAUR domain containing 8
gene-LOC109025062	protein_coding	LOC109025062	protein RoBo-1-like
gene-LOC101141950	protein_coding	LOC101141950	olfactory receptor 14I1
gene-LOC115931063	protein_coding	LOC115931063	uncharacterized LOC115931063
gene-LOC129532335	protein_coding	LOC129532335	olfactory receptor 2T27
gene-LOC101141204	protein_coding	LOC101141204	olfactory receptor 2T2
gene-LOC101140827	protein_coding	LOC101140827	olfactory receptor 2T11
gene-LOC101140436	protein_coding	LOC101140436	olfactory receptor 2T10
gene-LOC101139491	protein_coding	LOC101139491	olfactory receptor 2T29
gene-LOC101140082	protein_coding	LOC101140082	olfactory receptor 2T3
gene-LOC129532332	lncRNA	LOC129532332	uncharacterized LOC129532332
gene-LOC115932969	protein_coding	LOC115932969	olfactory receptor 2T10
gene-LOC129532330	protein_coding	LOC129532330	olfactory receptor 2T11-like
gene-LOC115931420	protein_coding	LOC115931420	olfactory receptor 2T2
gene-LOC101141577	protein_coding	LOC101141577	olfactory receptor 2T27
gene-LOC101139122	protein_coding	LOC101139122	olfactory receptor 2T1
gene-LOC101138755	protein_coding	LOC101138755	olfactory receptor 2T6
gene-LOC101138400	protein_coding	LOC101138400	olfactory receptor 2T4
gene-LOC101136561	protein_coding	LOC101136561	olfactory receptor 2M3-like
gene-LOC101138020	protein_coding	LOC101138020	olfactory receptor 14C36
gene-LOC109029255	protein_coding	LOC109029255	olfactory receptor 2M7
gene-LOC101131889	protein_coding	LOC101131889	olfactory receptor 2T12
gene-LOC101137288	protein_coding	LOC101137288	olfactory receptor 2M4
gene-LOC101136923	protein_coding	LOC101136923	olfactory receptor 2M3
gene-LOC134758300	lncRNA	LOC134758300	uncharacterized LOC134758300
gene-LOC129523697	pseudogene	LOC129523697	protein capicua homolog
gene-LOC129532323	pseudogene	LOC129532323	putative uncharacterized protein FLJ44672
gene-LOC101148918	protein_coding	LOC101148918	limb region 1 protein homolog
gene-LOC134756431	pseudogene	LOC134756431	protein capicua homolog
gene-LOC134758604	pseudogene	LOC134758604	protein capicua homolog
gene-LOC129532316	lncRNA	LOC129532316	uncharacterized LOC129532316
gene-LOC101124243	protein_coding	LOC101124243	nucleolar MIF4G domain-containing protein 1
gene-LOC134758591	protein_coding	LOC134758591	serine/arginine repetitive matrix protein 1-like
gene-LOC115936264	pseudogene	LOC115936264	large ribosomal subunit protein uL1-like
gene-LOC129532311	lncRNA	LOC129532311	uncharacterized LOC129532311
gene-LOC101136189	protein_coding	LOC101136189	olfactory receptor 2M2
gene-LOC101135835	pseudogene	LOC101135835	olfactory receptor 2M5-like
gene-LOC101135480	pseudogene	LOC101135480	olfactory receptor 2M3-like
gene-LOC101134056	protein_coding	LOC101134056	olfactory receptor 2L13
gene-LOC109029274	protein_coding	LOC109029274	olfactory receptor 2T33
gene-LOC101132260	protein_coding	LOC101132260	olfactory receptor 2L3
gene-LOC101133713	protein_coding	LOC101133713	olfactory receptor 2L2-like
gene-LOC101131530	protein_coding	LOC101131530	olfactory receptor 2L5
gene-LOC101132985	protein_coding	LOC101132985	olfactory receptor 2L8-like
gene-LOC101132617	pseudogene	LOC101132617	olfactory receptor 2L5-like
gene-LOC109028851	pseudogene	LOC109028851	olfactory receptor 2L3-like
gene-LOC101134411	protein_coding	LOC101134411	olfactory receptor 2AK2
gene-LOC101133349	protein_coding	LOC101133349	olfactory receptor 2L8
gene-LOC109023201	protein_coding	LOC109023201	olfactory receptor 2AJ1
gene-LOC101135123	protein_coding	LOC101135123	olfactory receptor 2T8
gene-LOC109029046	protein_coding	LOC109029046	olfactory receptor 2W3
gene-TRIM58	protein_coding	TRIM58	tripartite motif containing 58
gene-LOC101130821	protein_coding	LOC101130821	olfactory receptor 11L1
gene-LOC129532288	protein_coding	LOC129532288	olfactory receptor 6M1-like
gene-LOC101130446	pseudogene	LOC101130446	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7-like
gene-LOC101130073	protein_coding	LOC101130073	olfactory receptor 14A16
gene-LOC101129736	protein_coding	LOC101129736	olfactory receptor 9S13-like
gene-LOC101129360	protein_coding	LOC101129360	olfactory receptor 1C1
gene-LOC109028100	protein_coding	LOC109028100	olfactory receptor 14A2
gene-LOC101134759	protein_coding	LOC101134759	olfactory receptor 14K1
gene-LOC101128292	protein_coding	LOC101128292	olfactory receptor 6F1
gene-LOC101128649	protein_coding	LOC101128649	olfactory receptor 13G1
gene-LOC115931209	lncRNA	LOC115931209	uncharacterized LOC115931209
gene-LOC134758613	lncRNA	LOC134758613	uncharacterized LOC134758613
gene-LOC109028092	protein_coding	LOC109028092	olfactory receptor 14L1
gene-LOC115932253	pseudogene	LOC115932253	U6 spliceosomal RNA
gene-LOC101127921	protein_coding	LOC101127921	olfactory receptor 2G3
gene-LOC101127568	protein_coding	LOC101127568	olfactory receptor 2G2
gene-GCSAML	protein_coding	GCSAML	germinal center associated signaling and motility like
gene-LOC101125865	protein_coding	LOC101125865	olfactory receptor 2C3
gene-LOC129532289	lncRNA	LOC129532289	uncharacterized LOC129532289
gene-LOC134758615	lncRNA	LOC134758615	uncharacterized LOC134758615
gene-LOC101124044	protein_coding	LOC101124044	putative olfactory receptor 2W5
gene-LOC101123691	protein_coding	LOC101123691	olfactory receptor 2B11
gene-NLRP3	protein_coding	NLRP3	NLR family pyrin domain containing 3
gene-LOC129532292	lncRNA	LOC129532292	uncharacterized LOC129532292
gene-ZNF496	protein_coding	ZNF496	zinc finger protein 496
gene-LOC101153670	protein_coding	LOC101153670	vomeronasal type-1 receptor 5-like
gene-LOC129532385	protein_coding	LOC129532385	putative vomeronasal receptor-like protein 4
gene-LOC101153302	pseudogene	LOC101153302	heat shock cognate 71 kDa protein-like
gene-LOC101124778	protein_coding	LOC101124778	zinc finger protein 682-like
gene-LOC101124406	pseudogene	LOC101124406	peroxisomal targeting signal 1 receptor-like
gene-ZNF124	protein_coding	ZNF124	zinc finger protein 124
gene-LINC02897	misc_RNA	LINC02897	long intergenic non-protein coding RNA 2897
gene-LOC129532246	protein_coding	LOC129532246	endogenous retrovirus group K member 19 Env polyprotein-like
gene-ZNF669	protein_coding	ZNF669	zinc finger protein 669
gene-ZNF670	protein_coding	ZNF670	zinc finger protein 670
gene-LOC134758558	pseudogene	LOC134758558	DNA primase small subunit-like
gene-ZNF695	protein_coding	ZNF695	zinc finger protein 695
gene-AHCTF1	protein_coding	AHCTF1	AT-hook containing transcription factor 1
gene-LOC101149556	protein_coding	LOC101149556	kinesin-like protein KIF28P
gene-LOC134758620	protein_coding	LOC134758620	uncharacterized LOC134758620
gene-SCCPDH	protein_coding	SCCPDH	saccharopine dehydrogenase (putative)
gene-CNST	protein_coding	CNST	consortin, connexin sorting protein
gene-TFB2M	protein_coding	TFB2M	transcription factor B2, mitochondrial
gene-SMYD3	protein_coding	SMYD3	SET and MYND domain containing 3
gene-LOC115932179	snRNA	LOC115932179	U6 spliceosomal RNA
gene-LOC101147406	pseudogene	LOC101147406	mitochondrial intermembrane space import and assembly protein 40-like
gene-LOC129529355	lncRNA	LOC129529355	uncharacterized LOC129529355
gene-LOC129529353	lncRNA	LOC129529353	uncharacterized LOC129529353
gene-KIF26B	protein_coding	KIF26B	kinesin family member 26B
gene-LOC115932659	snRNA	LOC115932659	U1 spliceosomal RNA
gene-EFCAB2	protein_coding	EFCAB2	EF-hand calcium binding domain 2
gene-LOC115932246	snRNA	LOC115932246	U6 spliceosomal RNA
gene-LOC115932132	snRNA	LOC115932132	U6 spliceosomal RNA
gene-LOC115932211	snRNA	LOC115932211	U6 spliceosomal RNA
gene-HNRNPU	protein_coding	HNRNPU	heterogeneous nuclear ribonucleoprotein U
gene-LOC101143171	protein_coding	LOC101143171	cytochrome c oxidase assembly protein COX20, mitochondrial
gene-C1H1orf202	protein_coding	C1H1orf202	chromosome 1 C1orf202 homolog
gene-DESI2	protein_coding	DESI2	desumoylating isopeptidase 2
gene-CATSPERE	protein_coding	CATSPERE	catsper channel auxiliary subunit epsilon
gene-ADSS2	protein_coding	ADSS2	adenylosuccinate synthase 2
gene-LOC134758646	lncRNA	LOC134758646	uncharacterized LOC134758646
gene-LOC101146686	pseudogene	LOC101146686	homeobox protein TGIF2-like
gene-SPMIP3	protein_coding	SPMIP3	sperm microtubule inner protein 3
gene-LOC134758314	lncRNA	LOC134758314	uncharacterized LOC134758314
gene-LOC134758315	protein_coding	LOC134758315	uncharacterized LOC134758315
gene-ZBTB18	protein_coding	ZBTB18	zinc finger and BTB domain containing 18
gene-LOC109029156	lncRNA	LOC109029156	uncharacterized LOC109029156
gene-LOC129532231	lncRNA	LOC129532231	uncharacterized LOC129532231
gene-LOC129532230	lncRNA	LOC129532230	uncharacterized LOC129532230
gene-LOC134758593	protein_coding	LOC134758593	basic proline-rich protein-like
gene-AKT3	protein_coding	AKT3	AKT serine/threonine kinase 3
gene-LOC109028300	pseudogene	LOC109028300	fatty acid-binding protein, brain-like
gene-LOC134758683	lncRNA	LOC134758683	uncharacterized LOC134758683
gene-SDCCAG8	protein_coding	SDCCAG8	SHH signaling and ciliogenesis regulator SDCCAG8
gene-LOC129532227	protein_coding	LOC129532227	rRNA-processing protein FCF1 homolog
gene-CEP170	protein_coding	CEP170	centrosomal protein 170
gene-LOC134758682	lncRNA	LOC134758682	uncharacterized LOC134758682
gene-LOC129532190	lncRNA	LOC129532190	uncharacterized LOC129532190
gene-LOC129530160	snRNA	LOC129530160	U6 spliceosomal RNA
gene-LOC134758594	pseudogene	LOC134758594	protein capicua homolog
gene-LOC129523602	pseudogene	LOC129523602	protein capicua homolog
gene-LOC129532180	pseudogene	LOC129532180	putative uncharacterized protein FLJ44672
gene-LOC129523586	pseudogene	LOC129523586	protein capicua homolog
gene-LOC129529531	lncRNA	LOC129529531	uncharacterized LOC129529531
gene-PLD5	protein_coding	PLD5	phospholipase D family member 5
gene-LOC134758559	pseudogene	LOC134758559	zinc finger protein 532-like
gene-LOC109028295	pseudogene	LOC109028295	large ribosomal subunit protein uL1-like
gene-LOC101132616	pseudogene	LOC101132616	tubulin beta-8 chain-like
gene-LOC115932188	snRNA	LOC115932188	U6 spliceosomal RNA
gene-MAP1LC3C	protein_coding	MAP1LC3C	microtubule associated protein 1 light chain 3 gamma
gene-LOC101134410	pseudogene	LOC101134410	cofilin-1-like
gene-BECN2	protein_coding	BECN2	beclin 2
gene-EXO1	protein_coding	EXO1	exonuclease 1
gene-LOC129532157	lncRNA	LOC129532157	uncharacterized LOC129532157
gene-LOC101131172	pseudogene	LOC101131172	large ribosomal subunit protein eL6-like
gene-WDR64	protein_coding	WDR64	WD repeat domain 64
gene-OPN3	protein_coding	OPN3	opsin 3
gene-CHML	protein_coding	CHML	CHM like Rab escort protein
gene-KMO	protein_coding	KMO	kynurenine 3-monooxygenase
gene-FH	protein_coding	FH	fumarate hydratase
gene-RGS7	protein_coding	RGS7	regulator of G protein signaling 7
gene-LOC129532140	pseudogene	LOC129532140	large ribosomal subunit protein P1-like
gene-LOC115931034	pseudogene	LOC115931034	heterogeneous nuclear ribonucleoprotein A1-like
gene-LOC109028023	lncRNA	LOC109028023	uncharacterized LOC109028023
gene-LOC101126700	pseudogene	LOC101126700	52 kDa repressor of the inhibitor of the protein kinase-like
gene-LOC129532123	lncRNA	LOC129532123	uncharacterized LOC129532123
gene-LOC115936465	pseudogene	LOC115936465	ferredoxin-2, mitochondrial-like
gene-LOC115932106	snRNA	LOC115932106	U5 spliceosomal RNA
gene-LOC101125998	pseudogene	LOC101125998	small ribosomal subunit protein uS17-like
gene-GREM2	protein_coding	GREM2	gremlin 2, DAN family BMP antagonist
gene-FMN2	protein_coding	FMN2	formin 2
gene-LOC134758705	lncRNA	LOC134758705	uncharacterized LOC134758705
gene-LOC109028018	pseudogene	LOC109028018	alcohol dehydrogenase class-3-like
gene-LOC101124282	pseudogene	LOC101124282	26S proteasome non-ATPase regulatory subunit 2-like
gene-LOC129529254	lncRNA	LOC129529254	uncharacterized LOC129529254
gene-LOC129530164	snRNA	LOC129530164	U6 spliceosomal RNA
gene-LOC129534733	pseudogene	LOC129534733	protein capicua homolog
gene-LOC129529247	protein_coding	LOC129529247	mitogen-activated protein kinase-binding protein 1-like
gene-LOC129529265	lncRNA	LOC129529265	uncharacterized LOC129529265
gene-LOC129529234	protein_coding	LOC129529234	bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7
gene-LOC129529226	protein_coding	LOC129529226	cytosolic phospholipase A2 beta
gene-LOC129529262	lncRNA	LOC129529262	uncharacterized LOC129529262
gene-LOC101136353	protein_coding	LOC101136353	spectrin beta chain, non-erythrocytic 5
gene-LOC115933116	pseudogene	LOC115933116	uncharacterized LOC115933116
gene-LOC134758715	protein_coding	LOC134758715	mitogen-activated protein kinase-binding protein 1-like
gene-LOC134758712	protein_coding	LOC134758712	bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7-like
gene-LOC129534588	protein_coding	LOC129534588	cytosolic phospholipase A2 beta-like
gene-LOC134758721	lncRNA	LOC134758721	uncharacterized LOC134758721
gene-LOC129534585	protein_coding	LOC129534585	spectrin beta chain, non-erythrocytic 5-like
gene-LOC134756420	pseudogene	LOC134756420	uncharacterized LOC134756420
gene-LOC129532032	protein_coding	LOC129532032	mitogen-activated protein kinase-binding protein 1-like
gene-LOC129532040	lncRNA	LOC129532040	uncharacterized LOC129532040
gene-LOC129532048	pseudogene	LOC129532048	bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7-like
gene-LOC129532042	protein_coding	LOC129532042	cytosolic phospholipase A2 beta
gene-LOC129534707	protein_coding	LOC129534707	spectrin beta chain, non-erythrocytic 5-like
gene-LOC101151914	lncRNA	LOC101151914	uncharacterized LOC101151914
gene-WNT3A	protein_coding	WNT3A	Wnt family member 3A
gene-ARF1	protein_coding	ARF1	ADP ribosylation factor 1
gene-C1H1orf35	protein_coding	C1H1orf35	chromosome 1 C1orf35 homolog
gene-LOC129529223	lncRNA	LOC129529223	uncharacterized LOC129529223
gene-MRPL55	protein_coding	MRPL55	mitochondrial ribosomal protein L55
gene-LOC134758726	lncRNA	LOC134758726	uncharacterized LOC134758726
gene-LOC134758724	pseudogene	LOC134758724	cytosolic iron-sulfur assembly component 2A-like
gene-LOC101127916	protein_coding	LOC101127916	small ribosomal subunit protein eS28-like
gene-GUK1	protein_coding	GUK1	guanylate kinase 1
gene-GJC2	protein_coding	GJC2	gap junction protein gamma 2
gene-LOC109027816	lncRNA	LOC109027816	uncharacterized LOC109027816
gene-IBA57	protein_coding	IBA57	iron-sulfur cluster assembly factor IBA57
gene-OBSCN	protein_coding	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
gene-LOC129529194	lncRNA	LOC129529194	uncharacterized LOC129529194
gene-TRIM11	protein_coding	TRIM11	tripartite motif containing 11
gene-TRIM17	protein_coding	TRIM17	tripartite motif containing 17
gene-H3-4	protein_coding	H3-4	H3.4 histone, cluster member
gene-LOC101131885	protein_coding	LOC101131885	histone H2A type 3
gene-LOC101132256	protein_coding	LOC101132256	histone H2B type 3-B
gene-LOC101132614	protein_coding	LOC101132614	histone H2B type 3-B-like
gene-RNF187	protein_coding	RNF187	ring finger protein 187
gene-BTNL10P	transcribed_pseudogene	BTNL10P	Butyrophilin-like protein 10
gene-LOC129529895	rRNA	LOC129529895	5S ribosomal RNA
gene-LOC129529894	rRNA	LOC129529894	5S ribosomal RNA
gene-LOC129529889	rRNA	LOC129529889	5S ribosomal RNA
gene-LOC129529942	rRNA	LOC129529942	5S ribosomal RNA
gene-LOC129529941	rRNA	LOC129529941	5S ribosomal RNA
gene-LOC129529994	rRNA	LOC129529994	5S ribosomal RNA
gene-LOC129529893	rRNA	LOC129529893	5S ribosomal RNA
gene-LOC129529992	rRNA	LOC129529992	5S ribosomal RNA
gene-LOC129529934	rRNA	LOC129529934	5S ribosomal RNA
gene-LOC129529975	rRNA	LOC129529975	5S ribosomal RNA
gene-LOC129529933	rRNA	LOC129529933	5S ribosomal RNA
gene-LOC129529931	rRNA	LOC129529931	5S ribosomal RNA
gene-LOC129529927	rRNA	LOC129529927	5S ribosomal RNA
gene-LOC129529926	rRNA	LOC129529926	5S ribosomal RNA
gene-LOC129529991	rRNA	LOC129529991	5S ribosomal RNA
gene-LOC129529922	rRNA	LOC129529922	5S ribosomal RNA
gene-LOC129529972	rRNA	LOC129529972	5S ribosomal RNA
gene-LOC129529921	rRNA	LOC129529921	5S ribosomal RNA
gene-LOC129529970	rRNA	LOC129529970	5S ribosomal RNA
gene-LOC129529959	rRNA	LOC129529959	5S ribosomal RNA
gene-LOC129529879	rRNA	LOC129529879	5S ribosomal RNA
gene-LOC129529958	rRNA	LOC129529958	5S ribosomal RNA
gene-LOC129529878	rRNA	LOC129529878	5S ribosomal RNA
gene-LOC129529877	rRNA	LOC129529877	5S ribosomal RNA
gene-LOC129529875	rRNA	LOC129529875	5S ribosomal RNA
gene-LOC129529957	rRNA	LOC129529957	5S ribosomal RNA
gene-LOC129529872	rRNA	LOC129529872	5S ribosomal RNA
gene-LOC129529871	rRNA	LOC129529871	5S ribosomal RNA
gene-LOC129529870	rRNA	LOC129529870	5S ribosomal RNA
gene-LOC129529869	rRNA	LOC129529869	5S ribosomal RNA
gene-LOC129529858	rRNA	LOC129529858	5S ribosomal RNA
gene-LOC129529855	rRNA	LOC129529855	5S ribosomal RNA
gene-LOC129529850	rRNA	LOC129529850	5S ribosomal RNA
gene-LOC129529847	rRNA	LOC129529847	5S ribosomal RNA
gene-LOC129529846	rRNA	LOC129529846	5S ribosomal RNA
gene-LOC129529859	rRNA	LOC129529859	5S ribosomal RNA
gene-LOC129529954	rRNA	LOC129529954	5S ribosomal RNA
gene-LOC129529841	rRNA	LOC129529841	5S ribosomal RNA
gene-LOC129529899	rRNA	LOC129529899	5S ribosomal RNA
gene-LOC129529839	rRNA	LOC129529839	5S ribosomal RNA
gene-LOC134758072	rRNA	LOC134758072	5S ribosomal RNA
gene-LOC134758093	rRNA	LOC134758093	5S ribosomal RNA
gene-LOC129529831	rRNA	LOC129529831	5S ribosomal RNA
gene-LOC129529948	rRNA	LOC129529948	5S ribosomal RNA
gene-LOC129529953	rRNA	LOC129529953	5S ribosomal RNA
gene-LOC129529823	rRNA	LOC129529823	5S ribosomal RNA
gene-LOC129529821	rRNA	LOC129529821	5S ribosomal RNA
gene-LOC129529818	rRNA	LOC129529818	5S ribosomal RNA
gene-LOC129529817	rRNA	LOC129529817	5S ribosomal RNA
gene-LOC129529815	rRNA	LOC129529815	5S ribosomal RNA
gene-LOC129529814	rRNA	LOC129529814	5S ribosomal RNA
gene-LOC129529812	rRNA	LOC129529812	5S ribosomal RNA
gene-LOC129529809	rRNA	LOC129529809	5S ribosomal RNA
gene-LOC129529808	rRNA	LOC129529808	5S ribosomal RNA
gene-LOC129529803	rRNA	LOC129529803	5S ribosomal RNA
gene-LOC129529826	rRNA	LOC129529826	5S ribosomal RNA
gene-LOC129529801	rRNA	LOC129529801	5S ribosomal RNA
gene-LOC129529799	rRNA	LOC129529799	5S ribosomal RNA
gene-LOC129529796	rRNA	LOC129529796	5S ribosomal RNA
gene-LOC129529792	rRNA	LOC129529792	5S ribosomal RNA
gene-LOC129529791	rRNA	LOC129529791	5S ribosomal RNA
gene-LOC129529788	rRNA	LOC129529788	5S ribosomal RNA
gene-LOC129529787	rRNA	LOC129529787	5S ribosomal RNA
gene-LOC129529786	rRNA	LOC129529786	5S ribosomal RNA
gene-LOC129529783	rRNA	LOC129529783	5S ribosomal RNA
gene-LOC129529776	rRNA	LOC129529776	5S ribosomal RNA
gene-LOC129529772	rRNA	LOC129529772	5S ribosomal RNA
gene-LOC129529766	rRNA	LOC129529766	5S ribosomal RNA
gene-LOC129529764	rRNA	LOC129529764	5S ribosomal RNA
gene-LOC129529763	rRNA	LOC129529763	5S ribosomal RNA
gene-LOC129529762	rRNA	LOC129529762	5S ribosomal RNA
gene-LOC129529761	rRNA	LOC129529761	5S ribosomal RNA
gene-LOC129529760	rRNA	LOC129529760	5S ribosomal RNA
gene-LOC129529758	rRNA	LOC129529758	5S ribosomal RNA
gene-LOC129529757	rRNA	LOC129529757	5S ribosomal RNA
gene-LOC129529755	rRNA	LOC129529755	5S ribosomal RNA
gene-LOC129529754	rRNA	LOC129529754	5S ribosomal RNA
gene-LOC129529753	rRNA	LOC129529753	5S ribosomal RNA
gene-LOC129529752	rRNA	LOC129529752	5S ribosomal RNA
gene-LOC129529750	rRNA	LOC129529750	5S ribosomal RNA
gene-LOC129529749	rRNA	LOC129529749	5S ribosomal RNA
gene-LOC129529747	rRNA	LOC129529747	5S ribosomal RNA
gene-LOC129529746	rRNA	LOC129529746	5S ribosomal RNA
gene-LOC129529744	rRNA	LOC129529744	5S ribosomal RNA
gene-LOC129529743	rRNA	LOC129529743	5S ribosomal RNA
gene-LOC129529741	rRNA	LOC129529741	5S ribosomal RNA
gene-LOC129529739	rRNA	LOC129529739	5S ribosomal RNA
gene-LOC129529737	rRNA	LOC129529737	5S ribosomal RNA
gene-LOC129529736	rRNA	LOC129529736	5S ribosomal RNA
gene-LOC129529735	rRNA	LOC129529735	5S ribosomal RNA
gene-LOC129529732	rRNA	LOC129529732	5S ribosomal RNA
gene-LOC129529731	rRNA	LOC129529731	5S ribosomal RNA
gene-LOC129529730	rRNA	LOC129529730	5S ribosomal RNA
gene-LOC129529729	rRNA	LOC129529729	5S ribosomal RNA
gene-LOC129529728	rRNA	LOC129529728	5S ribosomal RNA
gene-LOC129529726	rRNA	LOC129529726	5S ribosomal RNA
gene-LOC129529725	rRNA	LOC129529725	5S ribosomal RNA
gene-LOC129529724	rRNA	LOC129529724	5S ribosomal RNA
gene-LOC129529721	rRNA	LOC129529721	5S ribosomal RNA
gene-LOC129529720	rRNA	LOC129529720	5S ribosomal RNA
gene-LOC129529719	rRNA	LOC129529719	5S ribosomal RNA
gene-LOC129529718	rRNA	LOC129529718	5S ribosomal RNA
gene-LOC129529717	rRNA	LOC129529717	5S ribosomal RNA
gene-LOC129529716	rRNA	LOC129529716	5S ribosomal RNA
gene-LOC129529715	rRNA	LOC129529715	5S ribosomal RNA
gene-LOC129529712	rRNA	LOC129529712	5S ribosomal RNA
gene-LOC129529711	rRNA	LOC129529711	5S ribosomal RNA
gene-LOC129529710	rRNA	LOC129529710	5S ribosomal RNA
gene-LOC129529708	rRNA	LOC129529708	5S ribosomal RNA
gene-LOC129529707	rRNA	LOC129529707	5S ribosomal RNA
gene-LOC129529706	rRNA	LOC129529706	5S ribosomal RNA
gene-LOC129529705	rRNA	LOC129529705	5S ribosomal RNA
gene-LOC129529704	rRNA	LOC129529704	5S ribosomal RNA
gene-LOC129529703	rRNA	LOC129529703	5S ribosomal RNA
gene-LOC129529702	rRNA	LOC129529702	5S ribosomal RNA
gene-LOC129529700	rRNA	LOC129529700	5S ribosomal RNA
gene-LOC129529698	rRNA	LOC129529698	5S ribosomal RNA
gene-LOC129529692	rRNA	LOC129529692	5S ribosomal RNA
gene-LOC129529687	rRNA	LOC129529687	5S ribosomal RNA
gene-LOC129529674	rRNA	LOC129529674	5S ribosomal RNA
gene-LOC129529662	rRNA	LOC129529662	5S ribosomal RNA
gene-LOC129529641	rRNA	LOC129529641	5S ribosomal RNA
gene-LOC129529622	rRNA	LOC129529622	5S ribosomal RNA
gene-LOC129529616	rRNA	LOC129529616	5S ribosomal RNA
gene-LOC129529610	rRNA	LOC129529610	5S ribosomal RNA
gene-LOC129529604	rRNA	LOC129529604	5S ribosomal RNA
gene-LOC129529593	rRNA	LOC129529593	5S ribosomal RNA
gene-LOC129529580	rRNA	LOC129529580	5S ribosomal RNA
gene-LOC129529575	rRNA	LOC129529575	5S ribosomal RNA
gene-LOC129529561	rRNA	LOC129529561	5S ribosomal RNA
gene-LOC129530288	rRNA	LOC129530288	5S ribosomal RNA
gene-LOC129530233	rRNA	LOC129530233	5S ribosomal RNA
gene-LOC129530174	rRNA	LOC129530174	5S ribosomal RNA
gene-LOC129530171	rRNA	LOC129530171	5S ribosomal RNA
gene-LOC129530161	rRNA	LOC129530161	5S ribosomal RNA
gene-LOC129530158	rRNA	LOC129530158	5S ribosomal RNA
gene-LOC129530152	rRNA	LOC129530152	5S ribosomal RNA
gene-LOC129530142	rRNA	LOC129530142	5S ribosomal RNA
gene-LOC129530135	rRNA	LOC129530135	5S ribosomal RNA
gene-LOC129530121	rRNA	LOC129530121	5S ribosomal RNA
gene-LOC129530112	rRNA	LOC129530112	5S ribosomal RNA
gene-LOC129530106	rRNA	LOC129530106	5S ribosomal RNA
gene-LOC129530103	rRNA	LOC129530103	5S ribosomal RNA
gene-LOC129530095	rRNA	LOC129530095	5S ribosomal RNA
gene-LOC129530091	rRNA	LOC129530091	5S ribosomal RNA
gene-LOC129530088	rRNA	LOC129530088	5S ribosomal RNA
gene-LOC129530082	rRNA	LOC129530082	5S ribosomal RNA
gene-LOC129530079	rRNA	LOC129530079	5S ribosomal RNA
gene-LOC129530070	rRNA	LOC129530070	5S ribosomal RNA
gene-LOC129530053	rRNA	LOC129530053	5S ribosomal RNA
gene-LOC129530039	rRNA	LOC129530039	5S ribosomal RNA
gene-LOC129529949	rRNA	LOC129529949	5S ribosomal RNA
gene-LOC129530029	rRNA	LOC129530029	5S ribosomal RNA
gene-LOC129530019	rRNA	LOC129530019	5S ribosomal RNA
gene-LOC129530005	rRNA	LOC129530005	5S ribosomal RNA
gene-LOC129530004	rRNA	LOC129530004	5S ribosomal RNA
gene-LOC129530002	rRNA	LOC129530002	5S ribosomal RNA
gene-LOC129530001	rRNA	LOC129530001	5S ribosomal RNA
gene-LOC129529989	rRNA	LOC129529989	5S ribosomal RNA
gene-LOC129529965	rRNA	LOC129529965	5S ribosomal RNA
gene-LOC129529952	rRNA	LOC129529952	5S ribosomal RNA
gene-LOC129529938	rRNA	LOC129529938	5S ribosomal RNA
gene-LOC134758060	rRNA	LOC134758060	5S ribosomal RNA
gene-LOC129529887	rRNA	LOC129529887	5S ribosomal RNA
gene-LOC129529902	rRNA	LOC129529902	5S ribosomal RNA
gene-LOC129529853	rRNA	LOC129529853	5S ribosomal RNA
gene-LOC129529874	rRNA	LOC129529874	5S ribosomal RNA
gene-LOC129529805	rRNA	LOC129529805	5S ribosomal RNA
gene-LOC129529828	rRNA	LOC129529828	5S ribosomal RNA
gene-LOC129529779	rRNA	LOC129529779	5S ribosomal RNA
gene-LOC129529742	rRNA	LOC129529742	5S ribosomal RNA
gene-LOC134758063	rRNA	LOC134758063	5S ribosomal RNA
gene-LOC129529917	rRNA	LOC129529917	5S ribosomal RNA
gene-LOC129529713	rRNA	LOC129529713	5S ribosomal RNA
