fam_id	member
0	DN_NC_073240.2_21429854_18
0	DN_NC_073240.2_21430216_23
0	DN_NC_073240.2_21430360_23
0	DN_NC_073240.2_21430387_24
0	DN_NC_073240.2_21430393_23
0	DN_NC_073240.2_21430395_22
0	DN_NC_073240.2_21430413_13
0	DN_NC_073240.2_21430424_24
0	DN_NC_073240.2_21430699_23
0	DN_NC_073240.2_21442331_17
0	DN_NC_073240.2_23337808_11
0	DN_NC_073240.2_23337808_12
0	DN_NC_073240.2_23337815_11
0	DN_NC_073240.2_23337817_10
0	DN_NC_073240.2_23337817_8
0	DN_NC_073240.2_23992777_24
0	DN_NC_073240.2_24001428_22
0	DN_NC_073240.2_24001428_23
0	DN_NC_073240.2_24001428_24
0	DN_NC_073240.2_24008961_23
0	DN_NC_073240.2_24008967_23
0	DN_NC_073240.2_24008967_24
0	DN_NC_073240.2_24008970_21
0	DN_NC_073240.2_24008970_22
0	DN_NC_073240.2_24008970_23
0	DN_NC_073240.2_24008970_24
0	DN_NC_073240.2_24008971_23
0	DN_NC_073240.2_24008971_24
0	DN_NC_073240.2_24008975_23
0	DN_NC_073240.2_24008977_14
0	DN_NC_073240.2_24008977_17
0	DN_NC_073240.2_24008977_18
0	DN_NC_073240.2_24008977_21
0	DN_NC_073240.2_24008977_22
0	DN_NC_073240.2_24008977_23
0	DN_NC_073240.2_24010079_22
0	DN_NC_073240.2_24014341_18
0	DN_NC_073240.2_24015857_18
0	DN_NC_073240.2_24027886_13
0	DN_NC_073240.2_29369419_17
0	DN_NC_073240.2_29369420_10
0	DN_NC_073240.2_29369420_11
0	DN_NC_073240.2_29369420_13
0	DN_NC_073240.2_29369420_14
0	DN_NC_073240.2_29369420_15
0	DN_NC_073240.2_29369420_16
0	DN_NC_073240.2_29369420_19
0	DN_NC_073240.2_29369420_20
0	DN_NC_073240.2_29369420_22
0	DN_NC_073240.2_29369420_23
0	DN_NC_073240.2_29369420_25
0	DN_NC_073240.2_29369420_28
0	DN_NC_073240.2_29369420_29
0	DN_NC_073240.2_29369420_33
0	DN_NC_073240.2_29369420_36
0	DN_NC_073240.2_29369420_9
0	DN_NC_073240.2_29369421_30
0	DN_NC_073240.2_29369422_18
0	DN_NC_073240.2_29369422_21
0	DN_NC_073240.2_29369422_31
0	DN_NC_073240.2_32810250_15
0	DN_NC_073240.2_32810250_7
0	DN_NC_073240.2_32810256_14
0	DN_NC_073240.2_32810256_15
0	DN_NC_073240.2_32815885_13
0	DN_NC_073240.2_32815885_14
0	DN_NC_073240.2_32815916_14
0	DN_NC_073240.2_32815972_14
0	DN_NC_073240.2_32815972_18
0	DN_NC_073240.2_32815979_19
0	DN_NC_073240.2_32840515_4
0	DN_NC_073240.2_32840809_3
0	DN_NC_073240.2_32840809_6
0	DN_NC_073240.2_32840809_9
0	DN_NC_073240.2_32840815_4
0	DN_NC_073240.2_32841224_4
0	DN_NC_073240.2_32841237_8
0	DN_NC_073240.2_32845361_2
1	DN_NC_073227.2_17184793_5
1	DN_NC_073227.2_17184837_5
1	DN_NC_073227.2_17184840_5
1	DN_NC_073227.2_17184846_6
1	DN_NC_073230.2_161022797_27
1	DN_NC_073230.2_161022909_13
1	DN_NC_073230.2_161022909_17
1	DN_NC_073230.2_161022909_21
1	DN_NC_073230.2_161022909_24
1	DN_NC_073230.2_161022909_26
1	DN_NC_073230.2_161022909_27
1	DN_NC_073230.2_161022931_16
1	DN_NC_073230.2_161022931_22
1	DN_NC_073230.2_161027285_15
1	DN_NC_073230.2_161027285_25
1	DN_NC_073230.2_161042079_22
1	DN_NC_073236.2_21263951_6
1	DN_NC_073236.2_21263951_7
1	DN_NC_073236.2_21263952_7
1	DN_NC_073236.2_21263961_6
1	DN_NC_073236.2_21265370_6
1	DN_NC_073236.2_21265370_7
1	DN_NC_073236.2_21265371_6
1	DN_NC_073236.2_21265378_4
1	DN_NC_073236.2_22701854_7
1	DN_NC_073236.2_25270756_7
1	DN_NC_073236.2_25270763_4
1	DN_NC_073238.2_22875925_6
1	DN_NC_073238.2_22875928_6
1	DN_NC_073238.2_23273370_7
1	DN_NC_073238.2_23273371_6
1	DN_NC_073238.2_24372581_9
1	DN_NC_073238.2_24373345_8
1	DN_NC_073238.2_24374291_8
1	DN_NC_073238.2_24374292_7
1	DN_NC_073238.2_24374294_8
1	DN_NC_073238.2_24374295_8
1	DN_NC_073238.2_24383674_8
1	DN_NC_073238.2_24580330_8
1	DN_NC_073238.2_24580357_8
1	DN_NC_073238.2_24580361_7
1	DN_NC_073238.2_24580361_8
1	DN_NC_073238.2_24580361_9
1	DN_NC_073238.2_24580363_7
1	DN_NC_073238.2_24580363_9
1	DN_NC_073238.2_24580368_7
1	DN_NC_073238.2_24580372_9
1	DN_NC_073238.2_24580375_7
1	DN_NC_073238.2_24580375_8
1	DN_NC_073238.2_24580375_9
1	DN_NC_073238.2_24580377_7
1	DN_NC_073238.2_24580377_8
1	DN_NC_073238.2_24580386_7
