transcript_id	chrom	start	end	n_reads	n_psv_assigned	n_copies_supported	copies
STRG.2237.1	NC_086017.1	58612311	58615418	110	0	0	
STRG.2237.2	NC_086017.1	58612311	58674804	152	0	0	
STRG.2237.3	NC_086017.1	58612794	58715374	166	0	0	
STRG.2237.4	NC_086017.1	58614036	58715374	160	0	0	
STRG.2237.5	NC_086017.1	58614036	58715374	160	0	0	
STRG.2237.6	NC_086017.1	58615637	58715374	137	0	0	
STRG.2237.7	NC_086017.1	58615637	58715374	137	0	0	
STRG.2237.8	NC_086017.1	58615637	58715374	137	0	0	
STRG.2237.9	NC_086017.1	58615637	58715374	137	0	0	
STRG.2237.10	NC_086017.1	58705156	58715374	119	0	0	
STRG.2237.11	NC_086017.1	58709658	58715374	119	0	0	
