transcript_id	chrom	start	end	n_reads	n_psv_assigned	n_copies_supported	copies
STRG.12850.1	NC_073238.2	35667660	35753484	121	0	0	
STRG.12850.2	NC_073238.2	35667660	35753484	121	0	0	
STRG.12850.3	NC_073238.2	35667660	35753484	121	0	0	
STRG.12850.4	NC_073238.2	35667660	35753484	121	0	0	
STRG.12850.5	NC_073238.2	35667660	35753484	121	0	0	
STRG.12850.6	NC_073238.2	35667660	35753484	121	0	0	
STRG.12850.7	NC_073238.2	35667660	35753484	121	0	0	
STRG.12850.8	NC_073238.2	35669417	35753484	105	0	0	
STRG.12850.9	NC_073238.2	35670181	35753484	104	0	0	
STRG.12851.1	NC_073238.2	35753622	35754749	3	0	0	
